Date,equity
2026-01-12,15429.427226596681
2026-01-13,15367.916146981632
2026-01-14,15121.87182852144
2026-01-18,14998.849669291343
2026-01-19,14937.338589676296
2026-01-20,14892.5325424322
2026-01-21,14769.510383202105
2026-01-22,14970.748654418203
2026-01-23,14724.70433595801
2026-01-25,14925.942607174107
2026-01-26,14802.920447944012
2026-01-27,14433.853970253724
2026-01-28,14959.352671916015
2026-01-30,14836.33051268592
2026-02-01,14713.308353455825
2026-02-02,14590.286194225728
2026-02-03,14467.264034995631
2026-02-04,14344.241875765536
2026-02-09,14098.197557305342
2026-02-11,13975.175398075247
2026-02-17,13729.131079615054
2026-02-20,13237.04244269467
2026-02-22,12990.998124234477
2026-02-23,13130.725315835527
2026-02-27,12884.680997375335
2026-03-01,13208.94142782153
2026-03-02,13085.919268591433
2026-03-12,12962.897109361336
2026-03-13,12716.852790901145
2026-03-15,12593.830631671048
2026-03-18,12163.253074365712
2026-03-19,11794.186596675423
2026-03-20,11671.164437445326
2026-03-22,11548.142278215231
2026-03-23,11425.120118985134
2026-03-24,11302.09795975504
2026-03-30,11240.58688013999
2026-03-31,10748.498243219605
2026-04-01,10256.409606299221
2026-04-07,10010.365287839028
2026-04-14,9641.298810148739
2026-04-17,9518.276650918644
2026-04-21,9719.514922134742
2026-04-23,9658.003842519693
2026-04-24,9596.492762904645
2026-04-28,9288.937364829404
2026-04-29,9104.40412598426
2026-05-04,8981.381966754165
2026-05-06,9182.620237970263
2026-05-07,8875.064839895022
2026-05-11,8690.531601049877
2026-05-14,8891.769872265975
2026-05-15,8969.985984251976
2026-05-17,8846.963825021881
2026-05-19,8600.919506561688
2026-05-27,9126.41820822398
2026-05-28,9003.396048993884
2026-05-29,8757.351730533692
