pos_id,side,open_time,open_price,lot,sl,tp,half_exit_time,half_exit_lot,half_exit_price,pnl_half_usd,final_close_time,final_close_price,final_close_lot,final_reason,pnl_final_usd,hold_min,total_pnl_usd,running_balance
1367,BUY,2026.03.02 02:45:00,5365.89,1.26,5362.89,5385.89,,0.0,0.0,0.0,2026.03.02 02:45:07,5362.66,1.26,SL,-406.98,0.12,-406.98,46966.27
1368,BUY,2026.03.02 03:00:00,5346.45,1.25,5343.45,5366.45,,0.0,0.0,0.0,2026.03.02 03:00:00,5342.41,1.25,SL,-505.0,0.0,-505.0,46461.27
1369,SELL,2026.03.03 16:44:06,5074.57,0.71,5077.68,5054.68,,0.0,0.0,0.0,2026.03.03 16:45:39,5054.38,0.71,TP,1433.49,1.55,1433.49,47894.76
1370,SELL,2026.03.03 17:00:00,5038.64,1.37,5041.64,5018.64,,0.0,0.0,0.0,2026.03.03 17:00:05,5042.29,1.37,SL,-500.05,0.08,-500.05,47394.71
1371,SELL,2026.03.03 17:15:00,5040.14,1.35,5043.14,5020.14,,0.0,0.0,0.0,2026.03.03 17:15:29,5043.24,1.35,SL,-418.5,0.48,-418.5,46976.21
1372,SELL,2026.03.03 17:30:00,5044.31,1.35,5047.31,5024.31,,0.0,0.0,0.0,2026.03.03 17:30:30,5047.45,1.35,SL,-423.9,0.5,-423.9,46552.31
1373,SELL,2026.03.03 17:45:00,5061.85,0.71,5064.85,5041.85,,0.0,0.0,0.0,2026.03.03 17:45:03,5064.85,0.71,SL,-213.0,0.05,-213.0,46339.31
1374,SELL,2026.03.03 19:33:16,5074.63,0.71,5077.68,5054.68,,0.0,0.0,0.0,2026.03.03 19:37:23,5077.7,0.71,SL,-217.97,4.12,-217.97,46121.34
1375,SELL,2026.03.03 19:53:11,5074.56,0.7,5077.68,5054.68,,0.0,0.0,0.0,2026.03.03 19:57:49,5077.75,0.7,SL,-223.3,4.63,-223.3,45898.04
1376,SELL,2026.03.12 20:38:48,5109.37,1.31,5112.44,5089.44,,0.0,0.0,0.0,2026.03.12 20:39:22,5112.45,1.31,SL,-403.48,0.57,-403.48,45494.56
1377,SELL,2026.03.12 20:45:14,5109.15,1.3,5112.44,5089.44,,0.0,0.0,0.0,2026.03.12 20:48:30,5112.46,1.3,SL,-430.3,3.27,-430.3,45064.26
1378,SELL,2026.03.12 21:00:00,5105.17,1.29,5108.17,5085.17,,0.0,0.0,0.0,2026.03.12 21:01:17,5108.25,1.29,SL,-397.32,1.28,-397.32,44666.94
1379,SELL,2026.03.12 21:15:00,5107.2,1.28,5110.2,5087.2,,0.0,0.0,0.0,2026.03.12 21:16:06,5110.37,1.28,SL,-405.76,1.1,-405.76,44261.18
1380,SELL,2026.03.12 21:30:00,5104.39,1.27,5104.39,5084.39,2026.03.12 21:40:00,0.64,5100.49,249.6,2026.03.12 22:03:24,5083.45,0.63,TP,1319.22,33.4,1568.82,45830.0
1381,SELL,2026.03.12 22:15:00,5085.05,1.31,5088.05,5065.05,,0.0,0.0,0.0,2026.03.12 22:19:00,5088.13,1.31,SL,-403.48,4.0,-403.48,45426.52
1382,SELL,2026.03.12 22:30:00,5093.37,1.3,5096.37,5073.37,,0.0,0.0,0.0,2026.03.12 22:31:39,5096.43,1.3,SL,-397.8,1.65,-397.8,45028.72
1383,SELL,2026.03.12 22:45:00,5091.82,1.29,5094.82,5071.82,,0.0,0.0,0.0,2026.03.12 22:47:35,5094.85,1.29,SL,-390.87,2.58,-390.87,44637.85
1384,SELL,2026.03.13 17:55:23,5054.28,2.22,5054.28,5034.28,2026.03.13 17:58:00,1.11,5043.33,1215.45,2026.03.13 18:05:07,5054.33,1.11,SL,-5.55,9.73,1209.9,45847.75
1385,SELL,2026.03.13 18:40:46,5053.18,1.31,5053.18,5033.18,2026.03.13 18:45:00,0.66,5046.73,425.7,2026.03.13 18:47:19,5053.62,0.65,SL,-28.6,6.55,397.1,46244.85
1386,SELL,2026.03.13 19:00:00,5034.03,1.32,5037.03,5014.03,,0.0,0.0,0.0,2026.03.13 19:01:23,5037.14,1.32,SL,-410.52,1.38,-410.52,45834.33
1387,SELL,2026.03.13 19:15:00,5031.75,1.31,5034.75,5011.75,,0.0,0.0,0.0,2026.03.13 19:15:52,5034.9,1.31,SL,-412.65,0.87,-412.65,45421.68
1388,SELL,2026.03.13 19:30:00,5040.88,1.3,5043.88,5020.88,,0.0,0.0,0.0,2026.03.13 19:30:29,5044.77,1.3,SL,-505.7,0.48,-505.7,44915.98
1389,SELL,2026.03.13 19:45:00,5044.4,1.29,5047.4,5024.4,,0.0,0.0,0.0,2026.03.13 19:50:50,5047.48,1.29,SL,-397.32,5.83,-397.32,44518.66
1390,SELL,2026.03.13 20:00:00,5045.91,1.27,5048.91,5025.91,,0.0,0.0,0.0,2026.03.13 20:00:53,5049.44,1.27,SL,-448.31,0.88,-448.31,44070.35
1391,SELL,2026.03.13 22:47:19,5017.43,1.26,5017.43,4997.43,2026.03.13 22:52:00,0.63,5012.56,306.81,2026.03.13 22:55:00,5017.5,0.63,SL,-4.41,7.68,302.4,44372.75
1392,SELL,2026.03.16 01:18:57,5009.62,2.21,5012.66,4989.66,,0.0,0.0,0.0,2026.03.16 01:23:02,5012.68,2.21,SL,-676.26,4.08,-676.26,43696.49
1393,SELL,2026.03.16 01:41:48,5008.81,2.17,5012.66,4989.66,,0.0,0.0,0.0,2026.03.16 01:46:00,5012.68,2.17,SL,-839.79,4.2,-839.79,42856.7
1394,SELL,2026.03.16 02:04:54,5009.58,2.12,5009.58,4989.58,2026.03.16 02:07:00,1.06,5005.93,386.9,2026.03.16 02:07:16,5009.9,1.06,SL,-33.92,2.37,352.98,43209.68
1395,SELL,2026.03.16 02:15:00,5007.5,2.15,5010.5,4987.5,,0.0,0.0,0.0,2026.03.16 02:20:24,4984.15,2.15,TP,5020.25,5.4,5020.25,48229.93
1396,SELL,2026.03.16 02:30:00,4989.7,2.4,4992.7,4969.7,,0.0,0.0,0.0,2026.03.16 02:31:24,4992.71,2.4,SL,-722.4,1.4,-722.4,47507.53
1397,SELL,2026.03.16 02:45:00,4983.63,2.37,4983.63,4963.63,2026.03.16 02:49:00,1.18,4978.33,625.4,2026.03.16 02:53:44,4984.04,1.1900000000000002,SL,-48.79,8.73,576.61,48084.14
1398,SELL,2026.03.16 03:00:00,4997.52,2.39,5000.52,4977.52,,0.0,0.0,0.0,2026.03.16 03:00:14,5000.68,2.39,SL,-755.24,0.23,-755.24,47328.9
